rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
Apartment with 1 bedroom and a separate kitchen twin,apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
THREE BRANCHE BOOKING INFORMED OF THE BEST PRICE,room,standard,private bathroom,,,not club,,no balcony,,
Classic Double or Twin Room (2 Twin Beds) - Package Rate,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double room Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Interconnecting Room Family InterConnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
ESCAPE ECLYPSE POOL VIEW SUITE Pool,suite,,private bathroom,,,not club,,no balcony,pool view,
junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
3br family suite seaview Half Board,suite,,private bathroom,,,not club,,no balcony,sea view,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Стандартный 2-местный TWIN,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
JUMEIRAH SEA VIEW SUITE WITH BEACH VW KING BED FLOORS 1 4 TWO PRIVATED FURNISHED Room Only,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Executive King Room Breakfast,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
Suite - Bomonti Suite - Bomonti,suite,,private bathroom,,,not club,,no balcony,,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
JUMEIRAH SEA VIEW SUITE WITH BEACH VW KING BED FLOORS 1 4 TWO PRIVATED FURNISHED Room Only,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
"Deluxe Sea View, Guest room, 1 King, Balcony Deluxe Room, 1 King Bed, Balcony, Sea View (1 Double)",room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,sea view,
"1 Queen Bed, Non-Smoking, Standard Room, Safe, Work Desk, Air-Conditioned, Convertible Into Two Twin Beds",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard double or twin room double  in block,room,standard,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Interconnecting Room Family InterConnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard economy room with 2 twin beds twin (Annex Building),room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Le Royal Club Suite 2 Bedrooms and Suite Le Royal Club Suite,suite,royal,private bathroom,,,club,2 bedrooms,no balcony,,
Junior suite room with 2 twins,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Over Water Villa non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
Single Economy One single bed,room,economy,private bathroom,single bed,single,not club,,no balcony,,
DELUXE - Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,,
"Corner Junior Suite, 1 Bedroom Junior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
One Bedroom Apartment Apartment 1 bedroom,apartment,,private bathroom,,,not club,1 bedroom,no balcony,,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
Deluxe DELUXE THAI VILLAGE DOUBLE OR TWIN,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
PRINCESS STANDARD ROOM WITH QUEEN BED,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Double Side Sea View Side Sea,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,partial-sea view,
"Deluxe Guest room, 2 Double Deluxe Guest room, 2 Double",room,deluxe,private bathroom,,double,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Room CLUB SEA VIEW Breakfast,room,standard,private bathroom,,,not club,,no balcony,sea view,
Executive King Room With City View non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
king deluxe room with skyline sea view Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Premium Single Room (1 Large Twin Bed),room,premium,private bathroom,,single,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
le royal club room double Breakfast,room,royal,private bathroom,double/double-or-twin,double,club,,no balcony,,
Double Connecting Gardens,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
PREMIUM QUADRO DECLINANTE ADÚNES,room,premium,private bathroom,,,not club,,no balcony,,
Deluxe Lagoon View Room Room Only,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Roof Garden Suite,suite,,private bathroom,,,not club,,no balcony,garden view,
Presidential Suite : Bed and Breakfast for 2,suite,presidential,private bathroom,,,not club,,no balcony,,
"Skyline Room, Burj Khalifa View",room,standard,private bathroom,,,not club,,no balcony,burj-khalifa view,
KING EXECUTIVE STUDIO Room Only,studio,executive,private bathroom,,,not club,,no balcony,,
Deluxe DELUXE THAI VILLAGE DOUBLE OR TWIN,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Family 2 Single Beds, Non-Smoking, 2 Single Beds, Families House",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Vilòn Charming Garden,cottage,,private bathroom,,,not club,,no balcony,,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
standard room double Full Board,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Deluxe Room, Sea View (Connecting) (4 Twin Beds)",room,deluxe,private bathroom,,quadruple,not club,,no balcony,sea view,
Grand Deluxe King with Terrace (1 King Bed),room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - Family - Balcony Suite - Family - Balcony,suite,,private bathroom,,,not club,,balcony,,
Standard Standard Twin Room with French Window City View NRF City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Apartment with 1 bedroom and a separate kitchen twin,apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive Room Breakfast,room,executive,private bathroom,,,not club,,no balcony,,
junior suite room with 2 twin beds junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Queen Room With Sea View (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,sea view,
Family rooms,room,standard,private bathroom,,,not club,,no balcony,,
"Club Club Room, 1 Twin Bed",room,standard,private bathroom,single bed,single,club,,no balcony,,
Junior Suite(1 Double Bed),junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
1 King Junior Suite Dining Oceanfront,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,ocean front,
Superior Triple Room (3 Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
Double Connecting Garden View (2+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,garden view,
Premium Single Room (1 Large Twin Bed),room,premium,private bathroom,,single,not club,,no balcony,,
Duplexsuite (Vendôme) (1 Queen Bed),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,duplex floor
Connecting Family Room Connecting Family Room,room,standard,private bathroom,,,not club,,no balcony,,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
1 King Classic Club Lounge Access Ocean View : Bed and Breakfast for 3,room,classic,private bathroom,double/double-or-twin,double,club,,no balcony,ocean view,
TWIN GUEST ROOM Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Economy superior room with 1 double bed double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Room Room Only,room,standard,private bathroom,,,not club,,no balcony,,
Twin room - Executive Twin room - Executive,room,executive,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Deluxe, Sea View (1 Double Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Apartment with 1 bedroom and a separate kitchen double,apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Double room King bed - De Luxe Double room King bed - De Luxe,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive One Bedroom,room,executive,private bathroom,,,not club,1 bedroom,no balcony,,
Suite premium room with 1 double bed (attic) double,suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
DOUBLE ROOM WITH BALCONY,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
Premier Balcony Duplex Single Bed (No Hill View) Double,room,premier,private bathroom,single bed,single,not club,,balcony,,duplex floor
Ocean Deluxe Balcony (Double) Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Superior Room With Queen Bed And Double Sofa Bed Superior Room With Queen Bed And Double Sofa Bed,room,superior,private bathroom,,double,not club,,no balcony,,
DELUXE SUITE SEA VIEW,suite,deluxe,private bathroom,,,not club,,no balcony,sea view,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
Garden House,cottage,,private bathroom,,,not club,,no balcony,,
KING EXECUTIVE STUDIO Room Only,studio,executive,private bathroom,,,not club,,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Single Fairmont Heritage Room,room,standard,private bathroom,,single,not club,,no balcony,,
"Deluxe Guest room, 2 Double Deluxe Guest room, 2 Double",room,deluxe,private bathroom,,double,not club,,no balcony,,
Studio junior suite room with 1 double bed,junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Corner Junior Suite, 1 Bedroom Junior Suite, 1 King, Sofa bed, Corner room",junior-suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
"Family Room, Multiple Beds (2+2)",room,standard,private bathroom,,,not club,,no balcony,,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
"Deluxe Deluxe Double Room with Balcony and Hotel Private Beach Access, 2 Twin Beds",room,deluxe,private bathroom,twin/twin-or-double,double,not club,,balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Executive King,room,executive,private bathroom,,,not club,,no balcony,,
Double room - De Luxe Double room - De Luxe,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Standard economy room with 1 double bed double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Economy room with 2 twin beds (without window) twin,room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Premier Premier      Seaview Sea,room,premier,private bathroom,,,not club,,no balcony,sea view,
Room CLUB SEA VIEW Breakfast,room,standard,private bathroom,,,not club,,no balcony,sea view,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Three Bedroom Grand Suite With Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,3 bedrooms,no balcony,harbour view,
Superior Queen Room,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
PREMIUM PREMIUM EXPLORER KING,room,premium,private bathroom,,,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
