rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
jumbo suite JUMBO SEATING GREEK STORIES JUMBO SEATING GREEK STORIES THIRD ROW NEWS WIFI IRISH DOUBLE LUNGE(-INFORMAL),suite,,private bathroom,,,not club,,no balcony,,
Garden House,cottage,,private bathroom,,,not club,,no balcony,,
Twin/Double room - Hill Side - Sea view Twin/Double room - Hill Side - Sea view sea,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,sea view,
Standard Standard Twin Room with French Balcony City View NRF City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Premier Quadruple Room (2 Double Beds),room,premier,private bathroom,,quadruple,not club,,no balcony,,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
3-Bedroom Deluxe Suite Breakfast,suite,deluxe,private bathroom,,,not club,3 bedrooms,no balcony,,
Superior Double or Twin SUPERIOR,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
"Hilton, Basic Twin Room (2 Twin Beds), Land Line Roamings Hiltons, Basic Twin Room (2 Twin Bets), Land Line Roambs (1 Twin Bet)",room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
king deluxe room with skyline sea view Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
ONE BEDROOM SUITE (1 Double or 1 Twin),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Executive Double Breakfast,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - Bomonti Suite - Bomonti,suite,,private bathroom,,,not club,,no balcony,,
Mobility Accessible Alii Resort View King Room with Tub ALII RESORT VW KNG BD MOBILITY ACCESS BATHTUB (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,with view,
le royal club room double Breakfast,room,royal,private bathroom,double/double-or-twin,double,club,,no balcony,,
Quiet Side Seaview Room,room,standard,private bathroom,,,not club,,no balcony,sea view,
Deluxe Lagoon View Room Room Only,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
King Diplomat Suite King Diplomat Suite,suite,,private bathroom,,,not club,,no balcony,,
"Apartment, 1 bedroom, pet friendly (2 Twin Beds and 1 Double Sofa Bed)",apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
Standard Standard Twin Room with French Balcony City View NRF City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Deluxe Deluxe Double Room,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Premium Apartment, 1 Bedroom, Balcony, Sea View, High Floor (2 Adults) (2 Twin Beds and 1 Double Sofa Bed)",apartment,premium,private bathroom,twin/twin-or-double,double,not club,1 bedroom,balcony,sea view,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
"Comfort room with 1 double bed (without window, attic) double  in block",room,comfort,shared bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Suite - Jacuzzi - Seaview Suite - Jacuzzi - Seaview sea,suite,,private bathroom,,,not club,,no balcony,sea view,
Double connect by car to room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple Studio Land View (3 Twin Beds),studio,,private bathroom,,triple,not club,,no balcony,land view,
Corner King Room With Nile View Smoking allowed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Superior DOUBLE SUPERIOR WITH TERRACE,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior suite Skyline Views,junior-suite,,private bathroom,,,not club,,no balcony,with view,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single Fairmont Heritage Room,room,standard,private bathroom,,single,not club,,no balcony,,
Two Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe DELUXE THAI VILLAGE DOUBLE OR TWIN,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Standard Double or Twin Room, Lake View, 3 Twin Beds lake",room,standard,private bathroom,,triple,not club,,no balcony,lake view,
Premier Quadruple Room (2 Double Beds),room,premier,private bathroom,,quadruple,not club,,no balcony,,
Suite - King bed - Sofa bed Suite - King bed - Sofa bed,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Accessible Rotunda Suite,suite,,private bathroom,,,not club,,no balcony,,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Executive Executive Room with Queen Bed,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single Fairmont Heritage Room,room,standard,private bathroom,,single,not club,,no balcony,,
Standard Standard with breakfast,room,standard,private bathroom,,,not club,,no balcony,,
Two Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
TWIN GUEST ROOM Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Sea Front View Room with Balcony - Twin Bed Half Board,room,standard,private bathroom,twin/twin-or-double,double,not club,,balcony,sea front,
Classic One-Bedroom With Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
Quad Room Quad Room,room,standard,private bathroom,,quadruple,not club,,no balcony,,
"Executive Studio, 1 King Bed, Non Smoking",studio,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
TRYP One-Bedroom Suite with Soluna Beach Club access,suite,,private bathroom,,,club,1 bedroom,no balcony,,
Panorama Sea View Room,room,standard,private bathroom,,,not club,,no balcony,sea view,
Garden House,cottage,,private bathroom,,,not club,,no balcony,,
Queen Room with Sea View (2 Twin Beds),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,sea view,
Superior double standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,multiple,double,not club,,no balcony,,
Executive King Room,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
Standard economy room with 1 double bed double (Main Building),room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio (1 Queen Bed),studio,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe One Bedroom With Soluna Beach Club access,room,deluxe,private bathroom,,,club,1 bedroom,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
One Bedroom Family Suite family one bedroom sundeck,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard Standard Twin Room with French Balcony City View NRF City,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,city view,
Standard Double or Twin Room,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
KING EXECUTIVE STUDIO Room Only,studio,executive,private bathroom,,,not club,,no balcony,,
Grand Deluxe GRAND DELUXE SUIT,suite,deluxe,private bathroom,,,not club,,no balcony,,
"2 Single Beds, Non-Smoking, Superior Room, Safe, Work Desk, Air-Conditioned",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Apartment, 1 bedroom, pet friendly (2 Twin Beds and 1 Double Sofa Bed)",apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
Superior Triple Room (3 Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
"Guest room, 2 Double, City view",room,standard,private bathroom,,double,not club,,no balcony,city view,
Club Room (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,club,,no balcony,,
Classic Double or Twin Room (2 Twin Beds) - Package Rate,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double Connecting Garden View (2+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,garden view,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Canal Suite,suite,,private bathroom,,,not club,,no balcony,,
DE Luxe SUITE Basic rate with breakfast,suite,luxury,private bathroom,,,not club,,no balcony,,
Single Economy One single bed,room,economy,private bathroom,single bed,single,not club,,no balcony,,
"Junior Suite, Ocean View (Premium Level) (1 King Bed)",junior-suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,ocean view,
Deluxe Double or Twin Sleeping in Single Bed,room,deluxe,private bathroom,double/double-or-twin,single,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
Apartment with 1 bedroom and a separate kitchen twin,apartment,,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,,
Studio Studio grand,studio,grand,private bathroom,,,not club,,no balcony,,
Standard Triple STD3 Standard rate without breakfast,room,standard,private bathroom,,triple,not club,,no balcony,,
Standard Standard Twin Room and breakfast rate,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Superior Double or Twin SUPERIOR,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite double or twin room double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Deluxe Lagoon View Room 1 KB or 2 DB Lagoon,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Family Family Connecting Room,room,standard,private bathroom,,,not club,,no balcony,,
Classic One-Bedroom With Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
Junior Suite(1 Double Bed),junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Club King Suite Club Rotana Classic Suite - King Bed,suite,classic,private bathroom,double/double-or-twin,double,club,,no balcony,,
Grand Premier Suite,suite,premier,private bathroom,,,not club,,no balcony,,
family suite family slender door,suite,,private bathroom,,,not club,,no balcony,,
"Premier Balcony Double (For 2 adults, 0 children and 0 infants)",room,premier,private bathroom,double/double-or-twin,double,not club,,balcony,,
Presidential Suite : Bed and Breakfast for 2,suite,presidential,private bathroom,,,not club,,no balcony,,
Double room - Side Sea View Double room - Side Sea View sea,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,partial-sea view,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
le royal club room double Breakfast,room,royal,private bathroom,double/double-or-twin,double,club,,no balcony,,
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
"Premium Room, Multiple Beds",room,premium,private bathroom,,,not club,,no balcony,,
Family Family ConnectingRoom,room,standard,private bathroom,,,not club,,no balcony,,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
PREMIUM TWIN ROOM (2 Single),room,premium,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"1 Queen Bed, Non-Smoking, Superior Room, Work Desk (1 Double)",room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
